2019.02.28.16.48.18.217, INFO   , Logger filename: BB2019_Log_CAOC_Practice23_2019.02.28.16.48.17.416.txt
2019.02.28.16.51.10.176, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.10.593, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.10.593, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall initialized
2019.02.28.16.51.11.134, INFO   , CLosing Claw
2019.02.28.16.51.11.135, INFO   , Ball in range: true
2019.02.28.16.51.11.135, INFO   , Sensor: 4.982122198466862
2019.02.28.16.51.11.136, COMMAND, org.usfirst.frc330.commands.SensorCloseClawBall ended
2019.02.28.16.51.11.137, COMMAND, org.usfirst.frc330.commands.RollerUntilBall initialized
2019.02.28.16.51.11.137, INFO   , Turning Roller On
2019.02.28.16.51.11.493, INFO   , Turning Roller off
2019.02.28.16.51.11.494, INFO   , Sensor Distance: 2.562595676909924
2019.02.28.16.51.11.495, COMMAND, org.usfirst.frc330.commands.RollerUntilBall ended
2019.02.28.16.51.11.495, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.51.11.495, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.51.11.497, INFO   , Retracting Kicker
2019.02.28.16.51.11.497, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.51.11.498, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.11.499, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.51.11.500, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.11.500, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.51.11.501, INFO   , CLosing Claw
2019.02.28.16.51.11.502, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.51.11.503, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.11.504, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.11.505, INFO   , Lift Final Position: 0.01208700439453125
2019.02.28.16.51.11.505, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.11.506, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.11.507, INFO   , Setting hand angle to: 57.0
2019.02.28.16.51.12.353, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.51.12.354, INFO   , Final hand angle: 38.839453125
2019.02.28.16.51.12.354, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.02.28.16.51.12.355, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.51.12.355, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense interrupted
2019.02.28.16.51.12.355, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.51.12.355, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.51.12.374, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.51.12.375, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.51.12.376, INFO   , Retracting Kicker
2019.02.28.16.51.12.377, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.51.12.377, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.12.377, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.51.12.378, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.12.378, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.51.12.381, INFO   , CLosing Claw
2019.02.28.16.51.12.381, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.51.12.382, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.12.382, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.12.383, INFO   , Lift Final Position: -0.00402900146484375
2019.02.28.16.51.12.383, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.12.383, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.12.384, INFO   , Setting hand angle to: 57.0
2019.02.28.16.51.12.493, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.51.12.495, INFO   , Final hand angle: 56.85703125
2019.02.28.16.51.12.495, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.51.12.495, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.51.12.516, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.12.517, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.14.413, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.14.433, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.51.14.434, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.51.14.453, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.14.792, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.14.813, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor initialized
2019.02.28.16.51.14.815, COMMAND, org.usfirst.frc330.commands.RaiseLiftSensor ended
2019.02.28.16.51.14.834, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.16.053, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.51.16.073, COMMAND, org.usfirst.frc330.commands.HandOut initialized
2019.02.28.16.51.20.232, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall initialized
2019.02.28.16.51.20.233, COMMAND, org.usfirst.frc330.commands.BallKickExtend initialized
2019.02.28.16.51.20.236, INFO   , Extending Kicker
2019.02.28.16.51.20.236, COMMAND, org.usfirst.frc330.commands.BallKickExtend ended
2019.02.28.16.51.20.236, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.20.352, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.20.353, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.51.20.354, INFO   , Opening Claw
2019.02.28.16.51.20.354, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.51.20.355, COMMAND, org.usfirst.frc330.commands.ReversePickup initialized
2019.02.28.16.51.20.356, INFO   , Reversing Roller
2019.02.28.16.51.20.356, COMMAND, org.usfirst.frc330.commands.ReversePickup ended
2019.02.28.16.51.20.356, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.21.373, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.21.373, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.22.393, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.22.394, COMMAND, org.usfirst.frc330.commands.RollerOff initialized
2019.02.28.16.51.22.395, INFO   , Turning Roller off
2019.02.28.16.51.22.396, COMMAND, org.usfirst.frc330.commands.RollerOff ended
2019.02.28.16.51.22.396, COMMAND, org.usfirst.frc330.commands.commandgroups.EjectBall ended
2019.02.28.16.51.24.873, COMMAND, org.usfirst.frc330.commands.HandOut interrupted
2019.02.28.16.51.24.893, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.24.972, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.24.973, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.51.24.992, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup initialized
2019.02.28.16.51.24.993, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall initialized
2019.02.28.16.51.24.994, INFO   , Has Ball: false
2019.02.28.16.51.24.994, INFO   , Sensor: 8.753863031097618
2019.02.28.16.51.24.994, COMMAND, org.usfirst.frc330.commands.LoopIfWeHaveBall ended
2019.02.28.16.51.24.995, COMMAND, org.usfirst.frc330.commands.OpenClaw initialized
2019.02.28.16.51.24.995, INFO   , Opening Claw
2019.02.28.16.51.24.996, COMMAND, org.usfirst.frc330.commands.OpenClaw ended
2019.02.28.16.51.24.996, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.24.997, INFO   , Turning Roller On to 1.0% speed
2019.02.28.16.51.24.997, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.24.997, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.24.997, INFO   , Setting hand angle to: -49.5
2019.02.28.16.51.24.998, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.25.092, INFO   , Final wrist setpoint: -49.402734375
2019.02.28.16.51.25.093, INFO   , Final hand angle: 44.90390625
2019.02.28.16.51.25.093, COMMAND, org.usfirst.frc330.commands.SetHandAngle interrupted
2019.02.28.16.51.25.093, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.25.094, INFO   , Lift Final Position: 17.15683123779297
2019.02.28.16.51.25.094, COMMAND, org.usfirst.frc330.commands.SetLiftPosition interrupted
2019.02.28.16.51.25.094, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup ended
2019.02.28.16.51.25.095, COMMAND, org.usfirst.frc330.commands.commandgroups.SensoredBallPickup interrupted
2019.02.28.16.51.25.113, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense initialized
2019.02.28.16.51.25.114, COMMAND, org.usfirst.frc330.commands.BallKickRetract initialized
2019.02.28.16.51.25.116, INFO   , Retracting Kicker
2019.02.28.16.51.25.116, COMMAND, org.usfirst.frc330.commands.BallKickRetract ended
2019.02.28.16.51.25.117, COMMAND, org.usfirst.frc330.commands.RollerOn initialized
2019.02.28.16.51.25.118, INFO   , Turning Roller On to 0.1% speed
2019.02.28.16.51.25.119, COMMAND, org.usfirst.frc330.commands.RollerOn ended
2019.02.28.16.51.25.120, COMMAND, org.usfirst.frc330.commands.CloseClaw initialized
2019.02.28.16.51.25.121, INFO   , CLosing Claw
2019.02.28.16.51.25.121, COMMAND, org.usfirst.frc330.commands.CloseClaw ended
2019.02.28.16.51.25.122, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.25.124, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.25.125, INFO   , Setting hand angle to: 57.0
2019.02.28.16.51.25.373, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.51.25.374, INFO   , Final hand angle: 57.20859375
2019.02.28.16.51.25.374, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.51.26.274, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.26.275, INFO   , Lift Final Position: 0.3827551391601563
2019.02.28.16.51.26.275, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.26.276, COMMAND, org.usfirst.frc330.commands.commandgroups.Defense ended
2019.02.28.16.51.26.293, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.26.293, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.30.133, COMMAND, org.usfirst.frc330.commands.ClimbDeployVerify initialized
2019.02.28.16.51.30.137, COMMAND, org.usfirst.frc330.commands.ManualHand interrupted
2019.02.28.16.51.30.137, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.30.153, COMMAND, org.usfirst.frc330.commands.commandgroups.ClimbDeploy initialized
2019.02.28.16.51.30.154, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.30.155, COMMAND, org.usfirst.frc330.commands.SetHandAngle initialized
2019.02.28.16.51.30.156, INFO   , Setting hand angle to: 57.0
2019.02.28.16.51.30.157, INFO   , Final wrist setpoint: 57.120703125
2019.02.28.16.51.30.159, INFO   , Final hand angle: 57.7359375
2019.02.28.16.51.30.159, COMMAND, org.usfirst.frc330.commands.SetHandAngle ended
2019.02.28.16.51.31.953, INFO   , Lift Setpoint: 22.749085270996094
2019.02.28.16.51.31.953, INFO   , Lift Final Position: 22.25083208984375
2019.02.28.16.51.31.953, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.31.953, COMMAND, org.usfirst.frc330.commands.WaitCommand initialized
2019.02.28.16.51.33.474, COMMAND, org.usfirst.frc330.commands.WaitCommand ended
2019.02.28.16.51.33.474, COMMAND, org.usfirst.frc330.commands.DeployClimbPins initialized
2019.02.28.16.51.33.476, COMMAND, org.usfirst.frc330.commands.DeployClimbPins ended
2019.02.28.16.51.33.476, COMMAND, org.usfirst.frc330.commands.EngageClimbLockout initialized
2019.02.28.16.51.33.476, COMMAND, org.usfirst.frc330.commands.EngageClimbLockout ended
2019.02.28.16.51.33.477, COMMAND, org.usfirst.frc330.commands.commandgroups.ClimbDeploy ended
2019.02.28.16.51.33.493, COMMAND, org.usfirst.frc330.commands.ManualLift initialized
2019.02.28.16.51.33.493, COMMAND, org.usfirst.frc330.commands.ManualHand initialized
2019.02.28.16.51.34.333, COMMAND, org.usfirst.frc330.commands.ClimbDeployVerify interrupted
2019.02.28.16.51.38.673, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.02.28.16.51.38.674, COMMAND, org.usfirst.frc330.commands.ManualLift interrupted
2019.02.28.16.51.38.693, COMMAND, org.usfirst.frc330.commands.commandgroups.Climb initialized
2019.02.28.16.51.38.694, COMMAND, org.usfirst.frc330.commands.ShiftLow initialized
2019.02.28.16.51.38.696, COMMAND, org.usfirst.frc330.commands.ShiftLow ended
2019.02.28.16.51.38.696, COMMAND, org.usfirst.frc330.commands.SetLiftPosition initialized
2019.02.28.16.51.40.594, INFO   , Lift Setpoint: 0.0
2019.02.28.16.51.40.594, INFO   , Lift Final Position: 0.46199216796875003
2019.02.28.16.51.40.595, COMMAND, org.usfirst.frc330.commands.SetLiftPosition ended
2019.02.28.16.51.40.595, COMMAND, org.usfirst.frc330.commands.DrivePogoAndDriveTrain initialized
2019.02.28.16.51.46.273, COMMAND, org.usfirst.frc330.commands.DrivePogoAndDriveTrain ended
2019.02.28.16.51.46.273, COMMAND, org.usfirst.frc330.commands.ConditionalPogoRetract initialized
2019.02.28.16.51.46.274, COMMAND, org.usfirst.frc330.commands.ConditionalPogoRetract ended
2019.02.28.16.51.46.275, COMMAND, org.usfirst.frc330.commands.TankDrive initialized
2019.02.28.16.51.47.755, INFO   , Disabled Init
2019.02.28.16.51.47.756, INFO   , Battery Voltage: 12.22181787109375
2019.02.28.16.51.47.756, COMMAND, org.usfirst.frc330.commands.ManualHand ended
2019.02.28.16.51.47.756, COMMAND, org.usfirst.frc330.commands.TankDrive interrupted
2019.02.28.16.51.47.756, COMMAND, org.usfirst.frc330.commands.commandgroups.Climb ended
2019.02.28.16.51.47.757, INFO   , Lift disabled
2019.02.28.16.51.47.758, INFO   , Hand disabled
